close,pct_from_52w_high,rs_vs_nifty_pct,rules_passed,score,symbol,is_fno,qualifies
1045.6,-13.59,-4.87,0/8,-4.87,360ONE,False,False
31935.0,-13.92,4.98,2/8,29.98,3MINDIA,False,False
6980.0,-9.47,4.69,5/8,67.19,ABB,False,False
1226.6,-35.53,-6.9,1/8,5.6,ACC,False,False
418.0,-0.57,26.28,8/8,126.28,ACMESOLAR,False,True
3805.8,-24.82,-11.86,1/8,0.64,AIAENG,False,False
2120.0,-6.69,18.75,7/8,106.25,APLAPOLLO,False,True
1033.2,-8.45,2.73,5/8,65.23,AUBANK,False,False
181.94,-34.12,-1.66,1/8,10.84,AWL,False,False
458.7,-17.57,-2.21,1/8,10.29,AADHARHFC,False,False
472.85,-12.77,-2.22,3/8,35.28,AARTIIND,False,False
1282.5,-26.14,-6.06,2/8,18.94,AAVAS,False,False
26125.0,-13.7,4.5,3/8,42.0,ABBOTINDIA,False,False
1149.7,-2.78,26.66,7/8,114.16,ACE,False,True
3344.7,-9.48,10.68,7/8,98.18,ACUTAAS,False,True
1349.2,-22.53,-6.3,0/8,-6.3,ADANIENSOL,False,False
2920.0,-9.09,2.41,5/8,64.91,ADANIENT,True,False
1270.2,-20.84,-11.1,2/8,13.9,ADANIGREEN,False,False
1723.8,-8.46,-1.82,5/8,60.68,ADANIPORTS,False,False
202.34,-18.71,-5.89,1/8,6.61,ADANIPOWER,False,False
586.5,-27.44,-15.88,0/8,-15.88,ATGL,False,False
381.3,-10.22,6.23,3/8,43.73,ABCAPITAL,False,False
49.74,-46.79,-15.2,1/8,-2.7,ABFRL,False,False
82.4,-43.99,-14.53,1/8,-2.03,ABLBL,False,False
1233.4,-36.02,-2.88,1/8,9.62,ABREL,False,False
1058.4,-9.51,-2.67,6/8,72.33,ABSLAMC,False,False
3547.7,-9.01,8.32,7/8,95.82,CPPLUS,False,True
1381.2,-2.59,44.09,8/8,144.09,AEGISLOG,False,True
296.95,-2.15,28.71,7/8,116.21,AEGISVOPAK,False,True
258.4,-44.13,-17.24,1/8,-4.74,AFCONS,False,False
1535.0,-28.49,5.94,3/8,43.44,AFFLE,False,False
3508.9,-5.63,18.6,6/8,93.6,AJANTPHARM,False,True
5175.0,-11.27,-0.14,1/8,12.36,ALKEM,False,False
647.55,-7.85,6.93,7/8,94.43,ABDL,False,True
791.55,-22.76,-1.81,0/8,-1.81,ARE&M,False,False
6930.0,-21.63,-6.39,0/8,-6.39,AMBER,False,False
381.05,-35.27,-7.35,0/8,-7.35,AMBUJACEM,False,False
2206.2,-1.05,26.5,7/8,114.0,ANANDRATHI,False,True
583.5,-20.55,11.31,5/8,73.81,ANANTRAJ,False,False
293.5,-17.02,-13.77,2/8,11.23,ANGELONE,False,False
908.45,-5.15,21.56,7/8,109.06,ANTHEM,False,True
1178.3,-14.37,-3.37,1/8,9.13,ANURAS,False,False
17075.0,-4.81,9.85,7/8,97.35,APARINDS,False,True
8696.5,-3.79,5.48,5/8,67.98,APOLLOHOSP,True,False
411.95,-22.3,2.7,2/8,27.7,APOLLOTYRE,False,False
239.91,-27.2,-9.36,1/8,3.14,APTUS,False,False
951.8,-10.56,9.49,5/8,71.99,ASAHIINDIA,False,False
156.5,-24.89,1.95,4/8,51.95,ASHOKLEY,False,False
2416.6,-17.89,-8.08,0/8,-8.08,ASIANPAINT,True,False
741.2,-14.78,-3.12,1/8,9.38,ASTERDM,False,False
1382.5,-20.71,-7.7,1/8,4.8,ASTRAL,False,False
1567.5,-9.16,60.27,7/8,147.77,ATHERENERG,False,True
6076.0,-14.1,-4.38,1/8,8.12,ATUL,False,False
1643.0,-4.31,19.33,6/8,94.33,AUROPHARMA,False,True
528.95,-20.8,-0.9,3/8,36.6,AIIL,False,False
3720.0,-22.1,-8.24,1/8,4.26,DMART,False,False
1241.0,-11.48,-6.57,0/8,-6.57,AXISBANK,True,False
1991.9,-10.65,15.01,6/8,90.01,BEML,False,False
226.74,-38.14,-10.77,0/8,-10.77,BLS,False,False
3240.0,-26.22,-18.6,2/8,6.4,BSE,False,False
11593.0,-6.21,19.86,5/8,82.36,BAJAJ-AUTO,True,False
1006.2,-13.17,8.71,3/8,46.21,BAJFINANCE,True,False
1837.0,-15.53,6.08,2/8,31.08,BAJAJFINSV,True,False
10930.0,-18.61,8.97,5/8,71.47,BAJAJHLDNG,False,False
82.96,-28.43,-0.21,2/8,24.79,BAJAJHFL,False,False
2124.9,-21.5,-0.08,1/8,12.42,BALKRISIND,False,False
682.6,-11.02,25.32,5/8,87.82,BALRAMCHIN,False,False
172.5,-19.72,-16.51,3/8,20.99,BANDHANBNK,False,False
234.98,-25.23,-11.45,1/8,1.05,BANKBARODA,False,False
137.81,-19.69,-2.18,0/8,-2.18,BANKINDIA,False,False
80.21,-14.53,-5.83,4/8,44.17,MAHABANK,False,False
630.65,-48.13,0.56,1/8,13.06,BATAINDIA,False,False
3938.6,-23.79,-4.26,0/8,-4.26,BAYERCROP,False,False
229.35,-12.24,-0.19,2/8,24.81,BELRISE,False,False
448.15,-23.48,-10.4,1/8,2.1,BERGEPAINT,False,False
1136.0,-30.13,-3.42,1/8,9.08,BDL,False,False
385.75,-17.54,-2.0,1/8,10.5,BEL,False,False
1885.0,-16.78,-2.83,0/8,-2.83,BHARATFORG,False,False
410.6,-7.24,10.43,6/8,85.43,BHEL,False,True
303.35,-21.88,0.41,1/8,12.91,BPCL,True,False
1835.0,-14.08,3.49,1/8,15.99,BHARTIARTL,True,False
1479.3,-21.87,5.35,1/8,17.85,BHARTIHEXA,False,False
540.95,-32.03,-15.15,1/8,-2.65,BIKAJI,False,False
189.76,-14.35,-1.75,3/8,35.75,GROWW,False,False
374.4,-15.04,-6.77,1/8,5.73,BIOCON,False,False
281.25,-38.69,-8.76,2/8,16.24,BSOFT,False,False
4850.5,-27.54,1.57,1/8,14.07,BLUEDART,False,False
565.05,-20.67,14.15,4/8,64.15,BLUEJET,False,False
1504.0,-25.06,-3.53,2/8,21.47,BLUESTARCO,False,False
1416.7,-31.99,-4.34,0/8,-4.34,BBTC,False,False
47555.0,-4.89,25.81,6/8,100.81,BOSCHLTD,False,True
170.02,-56.78,-19.27,1/8,-6.77,FIRSTCRY,False,False
626.85,-19.47,25.27,5/8,87.77,BRIGADE,False,False
4999.5,-18.18,0.63,1/8,13.13,BRITANNIA,True,False
883.1,-54.56,5.21,1/8,17.71,MAPMYINDIA,False,False
1065.5,-13.11,-3.06,0/8,-3.06,CCL,False,False
141.67,-26.07,-10.4,1/8,2.1,CESC,False,False
851.55,-12.8,-6.26,4/8,43.74,CGPOWER,False,False
375.8,-23.34,-16.48,1/8,-3.98,CIEINDIA,False,False
4578.8,-8.62,16.79,7/8,104.29,CRISIL,False,True
771.95,-18.02,-7.21,1/8,5.29,CANFINHOME,False,False
123.2,-19.92,-4.03,2/8,20.97,CANBK,False,False
153.92,-2.11,13.96,6/8,88.96,CANHLIFE,False,True
2583.0,-9.21,11.9,7/8,99.4,CAPLIPOINT,False,True
256.65,-8.31,21.1,7/8,108.6,CGCL,False,True
1051.6,-15.11,2.15,3/8,39.65,CARBORUNIV,False,False
2885.3,-11.71,26.77,5/8,89.27,CARTRADE,False,False
188.84,-2.07,8.47,7/8,95.97,CASTROLIND,False,True
3305.6,-22.39,0.72,1/8,13.22,CEATLTD,False,False
1235.1,-24.67,9.49,3/8,46.99,CEMPRO,False,False
30.39,-23.62,-1.82,1/8,10.68,CENTRALBK,False,False
1299.0,-20.81,6.23,4/8,56.23,CDSL,False,False
844.1,-20.53,15.44,5/8,77.94,CHALET,False,False
409.1,-24.38,-9.88,2/8,15.12,CHAMBLFERT,False,False
1456.0,-10.48,31.62,6/8,106.62,CHENNPETRO,False,False
725.65,-14.66,5.46,2/8,30.46,CHOICEIN,False,False
1512.4,-25.05,-0.78,1/8,11.72,CHOLAHLDNG,False,False
1765.6,-8.99,9.48,6/8,84.48,CHOLAFIN,False,True
1358.0,-17.6,0.98,2/8,25.98,CIPLA,True,False
227.24,-4.71,14.86,6/8,89.86,CUB,False,True
820.0,-30.93,6.74,5/8,69.24,CLEAN,False,False
422.25,-10.04,-0.7,4/8,49.3,COALINDIA,True,False
1319.0,-31.23,-4.65,1/8,7.85,COCHINSHIP,False,False
1766.7,-12.31,24.11,5/8,86.61,COFORGE,False,False
432.95,-56.3,4.06,4/8,54.06,COHANCE,False,False
1860.0,-19.59,-8.08,2/8,16.92,COLPAL,False,False
705.7,-14.91,-5.79,1/8,6.71,CAMS,False,False
1453.8,-13.72,8.63,5/8,71.13,CONCORDBIO,False,False
488.8,-12.07,9.03,2/8,34.03,CONCOR,False,False
1937.8,-19.14,-2.61,1/8,9.89,COROMANDEL,False,False
11040.0,-6.84,21.05,7/8,108.55,CRAFTSMAN,False,True
1416.5,-12.24,5.69,3/8,43.19,CREDITACC,False,False
223.4,-28.65,-12.35,0/8,-12.35,CROMPTON,False,False
4940.0,-17.36,-10.77,1/8,1.73,CUMMINSIND,False,False
1054.5,-16.0,19.4,3/8,56.9,CYIENT,False,False
986.3,-27.8,-2.3,0/8,-2.3,DCMSHRIRAM,False,False
622.8,-19.85,5.3,5/8,67.8,DLF,False,False
2085.2,-21.89,-6.52,1/8,5.98,DOMS,False,False
382.0,-27.47,-7.92,2/8,17.08,DABUR,False,False
1693.6,-31.28,1.46,1/8,13.96,DALBHARAT,False,False
