close,pct_from_52w_high,rs_vs_nifty_pct,rules_passed,score,symbol,is_fno,qualifies
1052.1,-13.05,-1.94,0/8,-1.94,360ONE,False,False
31590.0,-14.85,3.71,1/8,16.21,3MINDIA,False,False
7005.0,-9.14,6.82,6/8,81.82,ABB,False,True
1225.2,-35.61,-6.2,1/8,6.3,ACC,False,False
420.4,0.0,24.15,8/8,124.15,ACMESOLAR,False,True
3899.3,-22.97,-7.55,0/8,-7.55,AIAENG,False,False
2119.3,-6.72,19.1,7/8,106.6,APLAPOLLO,False,True
1028.0,-8.91,3.46,5/8,65.96,AUBANK,False,False
183.14,-33.68,-1.39,1/8,11.11,AWL,False,False
448.35,-19.43,-5.22,1/8,7.28,AADHARHFC,False,False
468.7,-13.54,8.72,3/8,46.22,AARTIIND,False,False
1270.3,-26.84,-7.5,2/8,17.5,AAVAS,False,False
26125.0,-13.7,3.87,2/8,28.87,ABBOTINDIA,False,False
1132.1,-4.27,23.95,7/8,111.45,ACE,False,True
3266.2,-11.6,5.98,6/8,80.98,ACUTAAS,False,False
1347.5,-22.63,-6.6,0/8,-6.6,ADANIENSOL,False,False
2928.6,-8.83,2.61,6/8,77.61,ADANIENT,True,True
1255.0,-21.78,-12.27,2/8,12.73,ADANIGREEN,False,False
1713.8,-9.0,-3.33,5/8,59.17,ADANIPORTS,False,False
202.0,-18.85,-5.32,4/8,44.68,ADANIPOWER,False,False
580.15,-28.22,-18.23,0/8,-18.23,ATGL,False,False
378.8,-10.81,7.92,4/8,57.92,ABCAPITAL,False,False
49.02,-47.56,-16.61,1/8,-4.11,ABFRL,False,False
82.95,-43.62,-13.63,1/8,-1.13,ABLBL,False,False
1232.5,-36.07,2.65,2/8,27.65,ABREL,False,False
1037.9,-11.27,-1.25,5/8,61.25,ABSLAMC,False,False
3663.4,-6.04,11.96,7/8,99.46,CPPLUS,False,True
1323.5,-6.66,38.26,7/8,125.76,AEGISLOG,False,True
302.0,-0.49,33.52,7/8,121.02,AEGISVOPAK,False,True
262.25,-43.3,-15.7,1/8,-3.2,AFCONS,False,False
1536.4,-28.43,8.36,3/8,45.86,AFFLE,False,False
3510.4,-5.59,15.28,6/8,90.28,AJANTPHARM,False,True
5161.0,-11.51,-0.28,1/8,12.22,ALKEM,False,False
631.6,-10.12,4.55,5/8,67.05,ABDL,False,False
799.55,-21.98,-0.83,0/8,-0.83,ARE&M,False,False
7000.0,-20.84,-3.53,0/8,-3.53,AMBER,False,False
381.75,-35.15,-7.9,0/8,-7.9,AMBUJACEM,False,False
2183.9,-2.05,25.85,7/8,113.35,ANANDRATHI,False,True
585.9,-20.22,12.31,5/8,74.81,ANANTRAJ,False,False
297.5,-15.89,-9.97,3/8,27.53,ANGELONE,False,False
942.85,-1.56,25.3,7/8,112.8,ANTHEM,False,True
1170.4,-14.94,-4.72,1/8,7.78,ANURAS,False,False
16550.0,-7.74,11.24,7/8,98.74,APARINDS,False,True
8714.0,-3.6,4.8,7/8,92.3,APOLLOHOSP,True,True
406.2,-23.38,1.68,1/8,14.18,APOLLOTYRE,False,False
244.83,-26.4,-7.75,1/8,4.75,APTUS,False,False
958.8,-9.91,10.87,6/8,85.87,ASAHIINDIA,False,True
156.65,-24.82,2.42,4/8,52.42,ASHOKLEY,False,False
2402.8,-18.35,-8.44,0/8,-8.44,ASIANPAINT,True,False
741.25,-14.77,-6.91,1/8,5.59,ASTERDM,False,False
1379.6,-20.87,-6.27,1/8,6.23,ASTRAL,False,False
1568.5,-9.1,55.75,7/8,143.25,ATHERENERG,False,True
6081.5,-14.02,-4.09,1/8,8.41,ATUL,False,False
1660.0,-3.32,14.85,7/8,102.35,AUROPHARMA,False,True
529.85,-20.67,-2.08,3/8,35.42,AIIL,False,False
3680.0,-22.94,-7.14,1/8,5.36,DMART,False,False
1222.9,-12.77,-7.63,1/8,4.87,AXISBANK,True,False
1939.3,-13.01,12.11,5/8,74.61,BEML,False,False
228.51,-37.79,-10.33,0/8,-10.33,BLS,False,False
3310.0,-24.63,-15.74,2/8,9.26,BSE,False,False
11424.0,-7.58,17.98,6/8,92.98,BAJAJ-AUTO,True,True
1009.2,-12.91,10.84,5/8,73.34,BAJFINANCE,True,False
1855.5,-14.68,9.19,3/8,46.69,BAJAJFINSV,True,False
11100.0,-17.34,12.34,5/8,74.84,BAJAJHLDNG,False,False
