close,pct_from_52w_high,rs_vs_nifty_pct,rules_passed,score,symbol,is_fno,qualifies
1061.3,-12.29,-3.38,0/8,-3.38,360ONE,False,False
32530.0,-12.31,5.17,2/8,30.17,3MINDIA,False,False
7130.5,-7.52,5.75,5/8,68.25,ABB,False,False
1232.5,-35.22,-5.64,1/8,6.86,ACC,False,False
411.3,-2.16,27.34,8/8,127.34,ACMESOLAR,False,True
3983.4,-21.31,-7.98,1/8,4.52,AIAENG,False,False
2148.5,-5.44,19.68,6/8,94.68,APLAPOLLO,False,True
1039.3,-7.91,4.68,5/8,67.18,AUBANK,False,False
184.04,-33.36,-3.22,1/8,9.28,AWL,False,False
469.35,-15.66,-0.42,1/8,12.08,AADHARHFC,False,False
476.6,-12.08,-0.86,3/8,36.64,AARTIIND,False,False
1291.8,-25.6,-4.3,2/8,20.7,AAVAS,False,False
25910.0,-14.38,4.59,3/8,42.09,ABBOTINDIA,False,False
1205.6,0.0,32.8,8/8,132.8,ACE,False,True
3315.1,-10.21,13.71,6/8,88.71,ACUTAAS,False,False
1386.8,-20.37,-3.6,1/8,8.9,ADANIENSOL,False,False
2923.2,-8.99,2.41,5/8,64.91,ADANIENT,True,False
1274.2,-20.59,-9.69,2/8,15.31,ADANIGREEN,False,False
1738.3,-7.69,-1.6,4/8,48.4,ADANIPORTS,False,False
205.92,-17.27,-3.19,1/8,9.31,ADANIPOWER,False,False
587.0,-27.38,-14.76,0/8,-14.76,ATGL,False,False
390.0,-8.17,7.33,4/8,57.33,ABCAPITAL,False,False
50.45,-46.03,-14.88,2/8,10.12,ABFRL,False,False
82.41,-43.98,-13.18,2/8,11.82,ABLBL,False,False
1257.4,-34.77,0.31,2/8,25.31,ABREL,False,False
1090.1,-6.8,2.71,7/8,90.21,ABSLAMC,False,True
3378.4,-13.35,4.33,6/8,79.33,CPPLUS,False,False
1353.8,-4.52,38.55,8/8,138.55,AEGISLOG,False,True
310.7,0.0,33.98,8/8,133.98,AEGISVOPAK,False,True
267.3,-42.2,-12.27,1/8,0.23,AFCONS,False,False
1545.6,-28.0,7.73,3/8,45.23,AFFLE,False,False
3500.5,-5.85,17.7,6/8,92.7,AJANTPHARM,False,True
5348.5,-8.3,3.18,4/8,53.18,ALKEM,False,False
653.1,-7.06,7.91,7/8,95.41,ABDL,False,True
795.3,-21.98,-3.07,0/8,-3.07,ARE&M,False,False
7046.0,-20.32,-6.79,0/8,-6.79,AMBER,False,False
383.25,-34.9,-6.75,0/8,-6.75,AMBUJACEM,False,False
2207.4,-0.99,27.5,7/8,115.0,ANANDRATHI,False,True
