close,pct_from_52w_high,rs_vs_nifty_pct,rules_passed,score,symbol,is_fno,qualifies
1073.0,-11.32,2.66,2/8,27.66,360ONE,False,False
33925.0,-8.55,6.91,5/8,69.41,3MINDIA,False,False
7052.5,-8.53,5.84,3/8,43.34,ABB,False,False
1236.4,-35.02,-3.78,1/8,8.72,ACC,False,False
442.9,-3.43,27.8,8/8,127.8,ACMESOLAR,False,True
3919.4,-22.58,-14.74,2/8,10.26,AIAENG,False,False
2214.7,-2.52,27.77,5/8,90.27,APLAPOLLO,False,False
1018.0,-9.8,2.37,5/8,64.87,AUBANK,False,False
184.34,-33.25,5.07,3/8,42.57,AWL,False,False
444.5,-20.13,-10.47,1/8,2.03,AADHARHFC,False,False
489.25,-9.74,8.99,4/8,58.99,AARTIIND,False,False
1267.7,-26.99,-11.11,2/8,13.89,AAVAS,False,False
26955.0,-8.82,11.63,5/8,74.13,ABBOTINDIA,False,False
1226.6,-2.18,28.17,8/8,128.17,ACE,False,True
3272.5,-11.36,3.05,5/8,65.55,ACUTAAS,False,False
1338.5,-23.15,-7.42,1/8,5.08,ADANIENSOL,False,False
2916.5,-9.2,-0.19,2/8,24.81,ADANIENT,True,False
1296.6,-19.19,-11.23,3/8,26.27,ADANIGREEN,False,False
1788.0,-5.06,3.36,7/8,90.86,ADANIPORTS,False,True
202.75,-18.54,-7.76,2/8,17.24,ADANIPOWER,False,False
611.65,-24.33,-11.22,2/8,13.78,ATGL,False,False
390.0,-8.17,3.6,5/8,66.1,ABCAPITAL,False,False
49.14,-44.15,-14.46,1/8,-1.96,ABFRL,False,False
78.72,-46.49,-15.09,1/8,-2.59,ABLBL,False,False
1230.9,-34.77,-4.63,1/8,7.87,ABREL,False,False
1014.5,-13.27,-5.07,1/8,7.43,ABSLAMC,False,False
3687.5,-5.43,7.48,6/8,82.48,CPPLUS,False,True
1365.4,-8.12,24.15,7/8,111.65,AEGISLOG,False,True
287.5,-9.68,27.19,6/8,102.19,AEGISVOPAK,False,True
252.5,-45.4,-16.58,0/8,-16.58,AFCONS,False,False
1578.0,-23.5,12.66,5/8,75.16,AFFLE,False,False
3547.8,-4.58,16.38,7/8,103.88,AJANTPHARM,False,True
5274.0,-9.58,1.2,5/8,63.7,ALKEM,False,False
715.05,0.0,18.71,7/8,106.21,ABDL,False,True
791.95,-21.18,-0.76,0/8,-0.76,ARE&M,False,False
6960.0,-21.29,-5.32,0/8,-5.32,AMBER,False,False
383.8,-33.43,-5.62,1/8,6.88,AMBUJACEM,False,False
2126.8,-4.61,13.86,6/8,88.86,ANANDRATHI,False,True
617.4,-15.93,22.15,6/8,97.15,ANANTRAJ,False,False
288.0,-18.58,-10.02,0/8,-10.02,ANGELONE,False,False
873.6,-8.79,18.5,5/8,81.0,ANTHEM,False,False
1192.4,-13.23,-2.56,1/8,9.94,ANURAS,False,False
17776.0,-6.17,15.14,7/8,102.64,APARINDS,False,True
8889.0,-1.98,7.38,8/8,107.38,APOLLOHOSP,True,True
