close,pct_from_52w_high,rs_vs_nifty_pct,rules_passed,score,symbol,is_fno,qualifies
1080.8,-10.68,-0.04,1/8,12.46,360ONE,False,False
34590.0,-6.76,7.58,5/8,70.08,3MINDIA,False,False
7129.0,-7.54,3.95,4/8,53.95,ABB,False,False
1236.1,-35.03,-3.82,2/8,21.18,ACC,False,False
446.65,-2.62,30.34,8/8,130.34,ACMESOLAR,False,True
3953.4,-21.91,-15.59,1/8,-3.09,AIAENG,False,False
2184.8,-3.84,22.26,6/8,97.26,APLAPOLLO,False,True
1000.1,-11.39,0.73,3/8,38.23,AUBANK,False,False
184.69,-33.12,3.67,3/8,41.17,AWL,False,False
446.7,-19.73,-6.64,1/8,5.86,AADHARHFC,False,False
489.45,-9.71,6.75,4/8,56.75,AARTIIND,False,False
1256.4,-27.64,-10.29,2/8,14.71,AAVAS,False,False
26860.0,-9.14,10.7,6/8,85.7,ABBOTINDIA,False,False
1241.0,-1.03,26.55,8/8,126.55,ACE,False,True
3283.7,-11.06,3.47,5/8,65.97,ACUTAAS,False,False
1340.5,-23.03,-7.06,1/8,5.44,ADANIENSOL,False,False
2900.0,-9.72,1.07,4/8,51.07,ADANIENT,True,False
1280.1,-20.22,-12.1,3/8,25.4,ADANIGREEN,False,False
1785.3,-5.2,3.27,7/8,90.77,ADANIPORTS,False,True
199.48,-19.86,-10.6,1/8,1.9,ADANIPOWER,False,False
612.4,-24.23,-11.28,2/8,13.72,ATGL,False,False
390.1,-8.15,4.85,6/8,79.85,ABCAPITAL,False,True
48.06,-47.26,-16.07,1/8,-3.57,ABFRL,False,False
78.59,-46.58,-15.57,1/8,-3.07,ABLBL,False,False
1211.8,-35.79,-3.4,1/8,9.1,ABREL,False,False
1024.2,-12.44,-9.24,3/8,28.26,ABSLAMC,False,False
3800.1,-2.54,9.95,6/8,84.95,CPPLUS,False,True
1369.7,-7.83,33.63,7/8,121.13,AEGISLOG,False,True
289.1,-9.17,27.49,7/8,114.99,AEGISVOPAK,False,True
253.75,-45.13,-15.56,1/8,-3.06,AFCONS,False,False
1588.1,-23.01,11.55,5/8,74.05,AFFLE,False,False
3539.5,-4.81,15.26,6/8,90.26,AJANTPHARM,False,True
5326.0,-8.68,1.72,5/8,64.22,ALKEM,False,False
712.15,0.0,18.95,7/8,106.45,ABDL,False,True
795.4,-20.83,-1.96,0/8,-1.96,ARE&M,False,False
6911.0,-21.84,-8.07,0/8,-8.07,AMBER,False,False
384.1,-33.75,-4.22,2/8,20.78,AMBUJACEM,False,False
2167.4,-2.79,16.33,7/8,103.83,ANANDRATHI,False,True
624.1,-15.02,22.77,6/8,97.77,ANANTRAJ,False,False
290.7,-17.81,-11.57,2/8,13.43,ANGELONE,False,False
885.6,-7.54,17.62,6/8,92.62,ANTHEM,False,True
1177.2,-14.34,-4.05,1/8,8.45,ANURAS,False,False
17804.0,-6.02,10.47,7/8,97.97,APARINDS,False,True
8888.5,-1.99,8.04,8/8,108.04,APOLLOHOSP,True,True
397.95,-24.94,-2.3,1/8,10.2,APOLLOTYRE,False,False
240.92,-24.93,-5.1,1/8,7.4,APTUS,False,False
965.4,-9.29,14.94,7/8,102.44,ASAHIINDIA,False,True
157.3,-24.51,7.05,3/8,44.55,ASHOKLEY,False,False
2392.7,-18.7,-6.9,1/8,5.6,ASIANPAINT,True,False
768.65,-11.62,3.56,3/8,41.06,ASTERDM,False,False
1392.0,-20.16,-5.29,1/8,7.21,ASTRAL,False,False
1499.0,-13.13,52.09,5/8,114.59,ATHERENERG,False,False
6135.5,-13.26,-2.05,1/8,10.45,ATUL,False,False
1716.0,-1.04,15.04,8/8,115.04,AUROPHARMA,False,True
551.6,-17.41,5.48,6/8,80.48,AIIL,False,False
3787.5,-18.47,-10.59,2/8,14.41,DMART,False,False
1186.5,-15.37,-9.72,1/8,2.78,AXISBANK,True,False
2044.4,-7.76,21.34,7/8,108.84,BEML,False,True
223.9,-36.51,-11.26,0/8,-11.26,BLS,False,False
3183.8,-27.5,-15.82,1/8,-3.32,BSE,False,False
11208.0,-9.33,14.99,6/8,89.99,BAJAJ-AUTO,True,True
982.0,-15.26,5.86,3/8,43.36,BAJFINANCE,True,False
1762.3,-18.97,3.13,2/8,28.13,BAJAJFINSV,True,False
10917.0,-15.8,7.92,7/8,95.42,BAJAJHLDNG,False,False
82.96,-25.8,-2.13,2/8,22.87,BAJAJHFL,False,False
2167.8,-19.92,0.99,2/8,25.99,BALKRISIND,False,False
659.4,-14.04,26.93,4/8,76.93,BALRAMCHIN,False,False
182.9,-14.88,-7.73,4/8,42.27,BANDHANBNK,False,False
234.3,-25.45,-12.46,1/8,0.04,BANKBARODA,False,False
137.76,-19.72,-1.48,0/8,-1.48,BANKINDIA,False,False
82.38,-12.22,-3.07,3/8,34.43,MAHABANK,False,False
627.0,-46.16,-7.26,1/8,5.24,BATAINDIA,False,False
3736.3,-24.4,-6.49,1/8,6.01,BAYERCROP,False,False
243.63,-6.55,4.08,7/8,91.58,BELRISE,False,True
449.4,-23.27,-13.91,2/8,11.09,BERGEPAINT,False,False
1155.0,-28.15,-13.72,1/8,-1.22,BDL,False,False
392.0,-16.21,-3.35,1/8,9.15,BEL,False,False
1998.9,-11.76,-3.65,3/8,33.85,BHARATFORG,False,False
415.35,-6.17,7.41,5/8,69.91,BHEL,False,False
307.1,-20.91,2.72,3/8,40.22,BPCL,True,False
1795.8,-15.92,-1.18,1/8,11.32,BHARTIARTL,True,False
1507.2,-20.4,4.54,3/8,42.04,BHARTIHEXA,False,False
575.2,-24.96,-9.45,2/8,15.55,BIKAJI,False,False
186.55,-15.8,-0.9,1/8,11.6,GROWW,False,False
387.0,-12.19,-5.25,2/8,19.75,BIOCON,False,False
