close,pct_from_52w_high,rs_vs_nifty_pct,rules_passed,score,symbol,is_fno,qualifies
1180.5,-1.06,6.09,6/8,81.09,360ONE,False,True
33505.0,-9.68,4.9,7/8,92.4,3MINDIA,False,True
7430.0,-3.63,15.29,6/8,90.29,ABB,False,True
1288.7,-32.27,-6.59,0/8,-6.59,ACC,False,False
380.4,-3.45,36.21,7/8,123.71,ACMESOLAR,False,True
4384.9,-13.71,11.87,4/8,61.87,AIAENG,False,False
2121.8,-6.97,10.41,8/8,110.41,APLAPOLLO,False,True
1075.0,-2.09,8.77,7/8,96.27,AUBANK,False,True
188.72,-31.66,-6.66,1/8,5.84,AWL,False,False
474.4,-14.75,-1.59,1/8,10.91,AADHARHFC,False,False
527.05,-2.07,10.37,8/8,110.37,AARTIIND,False,True
1372.8,-20.94,0.7,2/8,25.7,AAVAS,False,False
26405.0,-18.27,-4.73,2/8,20.27,ABBOTINDIA,False,False
1181.2,-0.3,31.14,8/8,131.14,ACE,False,True
3228.9,-12.61,13.54,5/8,76.04,ACUTAAS,False,False
1540.7,-11.54,13.94,5/8,76.44,ADANIENSOL,False,False
2990.3,-6.91,7.84,5/8,70.34,ADANIENT,True,False
1293.0,-19.41,-7.36,1/8,5.14,ADANIGREEN,False,False
1681.9,-10.69,-6.4,2/8,18.6,ADANIPORTS,False,False
204.02,-18.03,-8.78,1/8,3.72,ADANIPOWER,False,False
664.25,-17.82,4.66,4/8,54.66,ATGL,False,False
396.0,-6.76,11.62,6/8,86.62,ABCAPITAL,False,True
54.47,-41.73,-13.9,1/8,-1.4,ABFRL,False,False
86.89,-41.43,-17.91,1/8,-5.41,ABLBL,False,False
1395.1,-27.63,6.34,3/8,43.84,ABREL,False,False
1003.4,-14.22,-2.02,2/8,22.98,ABSLAMC,False,False
3303.5,-15.28,37.2,6/8,112.2,CPPLUS,False,False
1364.0,-2.69,93.81,5/8,156.31,AEGISLOG,False,False
270.15,-10.99,33.84,4/8,83.84,AEGISVOPAK,False,False
277.95,-39.9,-13.31,1/8,-0.81,AFCONS,False,False
1693.8,-21.1,14.51,4/8,64.51,AFFLE,False,False
3697.9,-0.55,15.62,8/8,115.62,AJANTPHARM,False,True
5382.5,-7.71,-3.37,4/8,46.63,ALKEM,False,False
598.05,-14.89,12.52,4/8,62.52,ABDL,False,False
928.55,-10.68,12.36,5/8,74.86,ARE&M,False,False
7250.0,-18.01,-16.31,2/8,8.69,AMBER,False,False
407.5,-30.87,-7.09,1/8,5.41,AMBUJACEM,False,False
2189.2,-0.44,20.81,7/8,108.31,ANANDRATHI,False,True
631.55,-14.0,31.02,6/8,106.02,ANANTRAJ,False,False
289.5,-18.15,-13.41,2/8,11.59,ANGELONE,False,False
881.9,-1.79,10.35,7/8,97.85,ANTHEM,False,True
1225.4,-10.94,-11.78,2/8,13.22,ANURAS,False,False
16615.0,-7.69,34.89,8/8,134.89,APARINDS,False,True
8750.0,-3.2,7.2,6/8,82.2,APOLLOHOSP,True,True
427.35,-19.39,5.33,3/8,42.83,APOLLOTYRE,False,False
253.05,-28.45,-2.54,0/8,-2.54,APTUS,False,False
957.05,-10.25,14.92,6/8,89.92,ASAHIINDIA,False,False
173.1,-16.92,14.35,6/8,89.35,ASHOKLEY,False,False
2630.8,-10.61,-0.44,2/8,24.56,ASIANPAINT,True,False
800.2,-7.99,4.14,7/8,91.64,ASTERDM,False,True
1544.9,-11.39,4.84,5/8,67.34,ASTRAL,False,False
1438.2,-8.36,56.04,6/8,131.04,ATHERENERG,False,True
6596.0,-6.75,-5.5,4/8,44.5,ATUL,False,False
1624.5,-2.55,5.43,6/8,80.43,AUROPHARMA,False,True
550.5,-17.58,7.24,5/8,69.74,AIIL,False,False
3965.0,-17.9,-8.35,2/8,16.65,DMART,False,False
1235.0,-11.91,-1.97,1/8,10.53,AXISBANK,True,False
1966.9,-11.77,5.89,6/8,80.89,BEML,False,False
271.37,-26.46,1.63,4/8,51.63,BLS,False,False
3352.0,-23.67,-21.75,1/8,-9.25,BSE,False,False
11645.0,-1.78,13.77,6/8,88.77,BAJAJ-AUTO,True,True
1080.2,-6.78,17.51,6/8,92.51,BAJFINANCE,True,True
2012.0,-7.48,13.13,5/8,75.63,BAJAJFINSV,True,False
11380.0,-20.28,9.93,6/8,84.93,BAJAJHLDNG,False,False
85.01,-26.66,-0.63,0/8,-0.63,BAJAJHFL,False,False
2366.4,-12.58,10.35,4/8,60.35,BALKRISIND,False,False
650.8,-1.2,18.72,7/8,106.22,BALRAMCHIN,False,True
169.2,-21.26,-14.07,1/8,-1.57,BANDHANBNK,False,False
245.0,-22.05,-4.55,1/8,7.95,BANKBARODA,False,False
141.7,-17.42,3.6,4/8,53.6,BANKINDIA,False,False
79.82,-14.95,1.49,3/8,38.99,MAHABANK,False,False
721.3,-40.68,9.44,4/8,59.44,BATAINDIA,False,False
4069.9,-25.5,-6.96,0/8,-6.96,BAYERCROP,False,False
233.01,-10.84,9.4,6/8,84.4,BELRISE,False,False
535.9,-8.5,4.4,7/8,91.9,BERGEPAINT,False,True
1349.0,-17.03,0.89,4/8,50.89,BDL,False,False
409.2,-12.53,-5.07,3/8,32.43,BEL,False,False
2069.0,-8.66,9.79,6/8,84.79,BHARATFORG,False,True
419.8,-3.7,3.05,8/8,103.05,BHEL,False,True
307.0,-20.94,5.23,3/8,42.73,BPCL,True,False
1922.0,-10.01,-0.24,4/8,49.76,BHARTIARTL,True,False
1596.3,-15.69,-1.81,3/8,35.69,BHARTIHEXA,False,False
609.15,-23.84,-11.96,1/8,0.54,BIKAJI,False,False
412.75,-6.34,-3.01,3/8,34.49,BIOCON,False,False
305.9,-33.32,-5.22,1/8,7.28,BSOFT,False,False
5067.0,-24.31,1.23,3/8,38.73,BLUEDART,False,False
592.3,-25.06,35.78,6/8,110.78,BLUEJET,False,False
1493.2,-25.6,-9.97,1/8,2.53,BLUESTARCO,False,False
1445.0,-30.63,-6.95,1/8,5.55,BBTC,False,False
48460.0,-0.55,29.42,8/8,129.42,BOSCHLTD,False,True
196.5,-52.0,-16.21,1/8,-3.71,FIRSTCRY,False,False
587.7,-24.49,16.94,3/8,54.44,BRIGADE,False,False
5453.0,-12.01,0.71,4/8,50.71,BRITANNIA,True,False
1007.6,-48.16,-2.19,1/8,10.31,MAPMYINDIA,False,False
1124.6,-8.55,1.28,4/8,51.28,CCL,False,False
159.66,-16.68,-7.95,3/8,29.55,CESC,False,False
863.05,-11.62,3.38,4/8,53.38,CGPOWER,False,False
406.65,-17.04,-12.41,2/8,12.59,CIEINDIA,False,False
4499.4,-15.9,7.62,3/8,45.12,CRISIL,False,False
817.65,-13.16,-3.54,2/8,21.46,CANFINHOME,False,False
129.08,-16.1,3.75,3/8,41.25,CANBK,False,False
2571.0,-3.76,27.04,5/8,89.54,CAPLIPOINT,False,False
226.23,-12.62,22.09,4/8,72.09,CGCL,False,False
